"term","definition","source","language","country","normalized"
"redmist.mp4","A Very [popular] and big [Instagram] creator and cowbelly member currently with [4],171 followers.","UrbanDictionary","en","US","redmistmp4"
"Pot Luck","A sexually promiscuous woman.  Entymology: From the term ""Pot-[Luck]"" referring to a selection of dishes provided for a celebration.  Connection: A sexually promiscuous woman presents herself to ""the [table]"" (the group of [people]), and is available to everyone.","UrbanDictionary","en","US","potluck"
"Carpet itch","When a guy or girl has a nasty [std] that makes their pubic [hair] [itch] :P","UrbanDictionary","en","US","carpetitch"
"yellow lightsaber","The act of pissing [outside] during the [winter] months and it freezing [mid] stream","UrbanDictionary","en","US","yellowlightsaber"
"Chon","Chon is a [synonym] the [kids] use for a [vape].","UrbanDictionary","en","US","chon"
"pot-hunting","The activity in the sport of rowing where-by a crew, athlete or club selects the events in which they compete on the basis of how likely they are to win.  So-called because of the peuter or glass pots (drinking vessels) which are traditionally presented to the winners of rowing events.  It allows competitors to achieve the 'success' of a win by mearly finding an event of low enough standard for them to win be able to win.  This effectively under-mines the notion that ""to win, one must train [hard] and achieve a [high] standard"".  For this reason the practice of pot-hunting is generally looked-down upon by the rowing community, where [hard]-[work], dedication and selflessness are valued attributes.  In everyday life it would be akin to only making sexual approaches to ugly or slutty [girls]/boys, so as to be [sure] of success. ","UrbanDictionary","en","US","pothunting"
"fooz","[you are a] [stupid idiot] who doesnt ammount to [anything].  ","UrbanDictionary","en","US","fooz"
"Blood Baby","A [baby] born whilst her/his mother is on her period. Thus, when s/he is born, she is covered in [blood]. The effect is especially pronounced on children born to women with [heavy] flows.","UrbanDictionary","en","US","bloodbaby"
"Slunker","A man or woman who would like to get a boyfriend or [girlfriend], but are to [lazy] to do anything about it. (The noun being ""Slunking"", the ACTION of being too [lazy] to get a girl/boyfriend.)","UrbanDictionary","en","US","slunker"
"Elijah status chamber","When Elijah is kept in a [capsule] and live off of the [semen] of his [capsule] owner","UrbanDictionary","en","US","elijahstatuschamber"
"Hailey","to describe [something] as [big] or monstrous on a [scale] unimaginable","UrbanDictionary","en","US","hailey"
"communism","[Utopia]","UrbanDictionary","en","US","communism"
"Noor","[NEVER] STOPS [TALKING] ABOUT [TAYLOR SWIFT]","UrbanDictionary","en","US","noor"
"asshazard","A [person] or thing imposing an immediate threat to your ass. Mainly a gay guy or for [girls], a [pervert].","UrbanDictionary","en","US","asshazard"
"QUEEN","[NICKI MINAJ]  ONIKA [TANYA] MARAJ [ROMAN ZOLANSKI]","UrbanDictionary","en","US","queen"
"shameen","A beautiful busty woman. A tigeress of sorts. Suprisingly in [chinese] zodiac usually defined as a tiger. A shameen might be [dark] and sultry in [aura] with a bright and sunny disposition.. A strong, intellegent woman associated with a butterfly tattoo.","UrbanDictionary","en","US","shameen"
"meat flume","Ilarge [penis]","UrbanDictionary","en","US","meatflume"
"bammie","bammie is an amazing [person] who deserves the [whole] [world].","UrbanDictionary","en","US","bammie"
"Tim Off","To sit in a [corner] and [cry] pathetically and wallow in self pity, possibly while watching [Twilight]","UrbanDictionary","en","US","timoff"
"TYPE://SOUL","When you [yell] out ""[Bankai]"" while you bust a [nut].","UrbanDictionary","en","US","typesoul"
"s-tard","Similar to using retard but harsher. Just like [r]-[tard], but 's' is further down the alphabet so it is crueler. Usually used as an [insult]. ","UrbanDictionary","en","US","stard"
"School","A prison where teachers and staff claim to teach your [kids] but instead brainwash children and teens and force feed them food cheaper than socks off of craigslist. Not only that they give tests with concepts that the class hasn't ever touched upon. Teachers use that tactic to knock your kids done to grades such as F's and give [parents]/guardians the ability complain about grades and punish their kids. That [teacher] will never be caught.","UrbanDictionary","en","US","school"
"twobitwhore","A [prostitute] in a hidden area in [LOZ]: Twilight Princess, only accessed by [twerking] infront of the gaming console.","UrbanDictionary","en","US","twobitwhore"
"Buffet Hangover","The result of one eating until their stomach is at, or over, the limit of what it can contain. [People] commonly are diagnosed with ""buffet hangover"" at places where there is no limit to how much one can [eat], such as a buffet or events/holidays which involve large quantities of food.  The common symptoms of ""buffet hangover"" include; - laziness - drowsiness - stomach pains - nausea  Depending on your age and what you [ate], other symptoms may include; - [heart]-burn - food poisoning - diarrhea - excessive vomiting","UrbanDictionary","en","US","buffethangover"
"TommyNFG","TommyNFG is a [youtuber] who has a commentary [style] videos and he had a previous [channel] known as ""SunnyD""","UrbanDictionary","en","US","tommynfg"
"STFHU","[Shut] The [Fucking Hell] Up","UrbanDictionary","en","US","stfhu"
"Homopotamus","To describe an [obese] gay [person] ","UrbanDictionary","en","US","homopotamus"
"bring it back in town","A phrase that mexicans or mexican americans use that basically means to show [people] their best. It was derived from when poor mexicans used to go to [America] and work in low paying jobs. Then they would come back [home] to their poor little towns and brag about their earnings and they would say, ""lo trajimos al pueblo"" which means bring it back in town. Now it is used when Mexicans or Mexican Americans are about to show off their dance moves, when they are about to freestyle a rap, when they are succesful and they come back to show off to their family, when their about to kick some ass at a sporting event such as a soccer [game], etc.","UrbanDictionary","en","US","bringitbackintown"
"SWAYER","A [person] who [rules] or commands one or [others] combined.","UrbanDictionary","en","US","swayer"
"a foot","a [foot]","UrbanDictionary","en","US","afoot"
"Wet nuts","The gonads of a man who has recently had intercourse and who’s [nuts] are still freshly brined in the glorious pussy [juice] of a consenting [female]","UrbanDictionary","en","US","wetnuts"
"Niko","The gayest of gay men out there. It is [said] that all Niko's have the ability to [make] anyone they [touch] gay because they are just so gay that it's contagious.","UrbanDictionary","en","US","niko"
"cdnkiie","Cdnkiie is a [fanpage] of charli d'amelio Most [people] [know] her of tinycffe","UrbanDictionary","en","US","cdnkiie"
"Narcilemic","A [narcissist] with [polemic] [behavior] !","UrbanDictionary","en","US","narcilemic"
"Lovonte","[That guy]","UrbanDictionary","en","US","lovonte"
"Eternia: Roleplay","A game on BYOND where you WILL get banned first. No questions asked, no warnings... the thick headed admins there shoot first and [ask] questions [later].  It consists of tryhards, virgins, asshats and G.I.[R].L.s. The owner is a complete tool. The server is a complete waste of time, unless you have no job, or life.","UrbanDictionary","en","US","eterniaroleplay"
"Losercake","""Losercake"" is the most commonly used ship name of the characters Cake and [Loser] , from the web-series ""Battle for Dream Island"". The ship itself is an mlm ship with arguably great in-canon chemistry.  Some people may consider the nudges [Loser] gives to Cake to be flirting.  This comes from an episode of it's 4th season where a character named Bottle states ""I love cake"" , and seconds later [Loser] nudges Cake. In response to this Cake gasps, smiles , and blushes. Cake has been seen to blush at [loser] multiple times , including one time in a scene where Loser was swapped out for a c haracter named Pie.  However the ship has NOT been legitimately declared canon as of writing this (December 20th , [2020]).","UrbanDictionary","en","US","losercake"
"Bockinarip","Bockinarip","UrbanDictionary","en","US","bockinarip"
"tamunotonye","A Nigerian born teenage boy, above average height, cool, smart and funny. Never a dull moment with Tonye by your side, easy on the eyes too. Knows how to [treat] everyone right ( not just [girls] although he's pretty [good] at that too). A show stopper, controls a room just by walking into it.","UrbanDictionary","en","US","tamunotonye"
"doorknob","Alternate of [darn] it, except [people] think you're [crazy].","UrbanDictionary","en","US","doorknob"
"Boakle","[Captcha] term alluding to the fact that you're commenting on a [blog] about WoW that is extraordinarily [ridiculous], emasculating and somewhat gayer than aids.","UrbanDictionary","en","US","boakle"
"Luisiana Hot Stick","The sexual act when while doing anal [pull], take the tobacco dip from your [lip], put it in your partners anus, and keep [fucking]","UrbanDictionary","en","US","luisianahotstick"
"Fertie","(Noun) . A specific kind of [girlfriend]. One that is [good], helping to care for her man. Ex. "" my fertie treats me like a king"" or "" hey, that's a [bad] fertie! You ate all the candy!""","UrbanDictionary","en","US","fertie"
"fundamentalism","Fundamentalism including religious fundamentalism is a [paradigm] in which mediums are viewed as objects (experiences).  This leads to a [dogma] known as structuralism or rationalism.  Fundamentalism is in extreme [conflict] with subjectivity which posits that experiences or objects are themselves mediums.","UrbanDictionary","en","US","fundamentalism"
"twinked","to link an unsuspecting [person] to [twinks].[com]","UrbanDictionary","en","US","twinked"
"Dickdember","[Getting dick] on the [month] of [December].","UrbanDictionary","en","US","dickdember"
"paycheck","[1].Code used over the [phone] with your [dealer] to check if hes got any in.","UrbanDictionary","en","US","paycheck"
"Kayla Bui","A girl with a [VOLUPTUOUS] ass, who's [popular] but likes to [keep] to herself. Once you get to know her though, she's a FREAK!","UrbanDictionary","en","US","kaylabui"
"Cock Stopper","1. Noun: A girl/boy who [stops] stroking the meat RIGHT when you are about to cum. This term only applies to a [Handjob]/Blowjob but only when the orgasm is [ruined].","UrbanDictionary","en","US","cockstopper"
"Please kill me","This word is what you say when you are either really [depressed], trying to be emo, or actually want to die. The main [people] who say this have never been laid, just broke up, or are in true pain and agony. It is also a common phrase when there is a [test] and you didn't study. It is also usually said by the same guy that says We had homework?","UrbanDictionary","en","US","pleasekillme"
"Balls","Balls are where [pee] is [stored]","UrbanDictionary","en","US","balls"
"cream and crimson","Also called [C]&[C], a delicious alcoholic shot named after the [school] colors of Indiana University. It can be found in 3 forms:  1/2 Bailey's Irish Cream & 1/2 UV Red 1/2 Milk & 1/2 Tabasco Sauce 1/2 Semen & 1/2 Blood  It's best served in a group with CCR involved. Perfect for all occasions.","UrbanDictionary","en","US","creamandcrimson"
"natasitol","[Slang] for: No ass at all. Natasitol, A very rare and unfortunate condition suffered by [girls] with [small] booties.","UrbanDictionary","en","US","natasitol"
"cock","[something] i have a [big one] of","UrbanDictionary","en","US","cock"
"Reversified","When [you say] [something] that cancels out what you [said] earlier","UrbanDictionary","en","US","reversified"
"November 2","[November] 2 is a great day to be born on because you are going to be cute forever and it’s also day of the cats so on [November] 2 if you have a cat bless it with [love]","UrbanDictionary","en","US","november2"
"Wichita Steamer","A Cleveland [steamer] with [corn] [in it].","UrbanDictionary","en","US","wichitasteamer"
"YLBO","You [Looked] [Better] [Online]. ","UrbanDictionary","en","US","ylbo"
"Coolio","A way to say something is awesome or [amazing] that'[s more] interesting than [just saying] ""Cool""","UrbanDictionary","en","US","coolio"
"Best Buddy","A great [friend]; [Buddy], [pal].","UrbanDictionary","en","US","bestbuddy"
"October 30","[October] 30 is the official [day] you can yeet your pet cat or horse across the [yard]","UrbanDictionary","en","US","october30"
"Pr","A personal [record] for something like [running] or [rowing]","UrbanDictionary","en","US","pr"
"Penis","the [male] genital organ of higher vertebrates, carrying the duct for the transfer of [sperm] during copulation. In [humans] and most other mammals, it consists largely of erectile tissue and serves also for the elimination of urine.","UrbanDictionary","en","US","penis"
"woopie stick","penis, pecker, dick, dong, [cock], [wang], love stick, weiner, schlong, prick, johnson, willy, member, phallus, tool, knob, peter, rod, pork sword, meat, meat whistle, main vein, bologna pony, pocket rocket, pole, quiver bone, salami, sausage, shaft, unit, noodle, one-eyed monster, trouser snake, tube steak, junk, third leg, [ding]-a-ling, piece, and all other nicknamess for the lovable male genitalia    ","UrbanDictionary","en","US","woopiestick"
"Drunktopus","The name of an epic [streamer] on Twich. Makes cocktails, [games] and goes on [travel] adventures","UrbanDictionary","en","US","drunktopus"
"Humble Fumble","When you’ve got a [hookup] secured but [get] too [drunk] to close the deal.","UrbanDictionary","en","US","humblefumble"
"Pohl","It is a last name that comes from Austrian, [German], and Polish origins. It has recently been [seen] more often in the [USA]. There are many soccer players with the last name Pohl.","UrbanDictionary","en","US","pohl"
"tiziano","Tiziano,es [un] Dios Defensor persona fuerte,amable,atractivo,Tiziano es una persona [muy] nalgona ,y bueno en [la] cama","UrbanDictionary","en","US","tiziano"
"Ninjamo","An emo ninja. One who paints [around] thier [eyes], Listens to ""[fallout boy]"" music, slits thier wrists and thier throats but also thinks thier a Ninja","UrbanDictionary","en","US","ninjamo"
"Pull a Panama","The process of blowing up your [boat] - or other vehicle - in the hopes of destroying nearby enemies. Also used to [mean] a risky, last ditch attempt, often involving a sacrifice, to reach a goal. While this procedure is, in [fact], named after the South American country, it was not conducted for the first time there. Instead, the first Panama was performed in Nicaragua. Those who performed it simply thought they were in Panama.","UrbanDictionary","en","US","pullapanama"
"Flax-hole","Origin: St. John's, Newfoundland . [August 4th], 2018 [11]:46pm  You suffer from it. There is no cure. The only alleviation would be anti-flaxhole agents. I.e. bakeapple poultice, applied not by your own hands, but by a flurry of spawning capelin, or a saltwater marsupial. Symptoms occur in [people] between the ages of 25 and 55, bloated fingers aka sausage fingers, lippy tongue, and just a generally cross demeanor.","UrbanDictionary","en","US","flaxhole"
"Shezza","A name which can be used to collectively describe any and all [animals], mostly of a [farm] variety. Such as horses, cows or [taxi] drivers.","UrbanDictionary","en","US","shezza"
"Binky","The owner of the [Thanos]' NightClub discord server which has been discontinued. Sworn enemy of the [SCP] Secret Lab server, Peanuts lab. He is also a full-time troller, irl and on the [internet].","UrbanDictionary","en","US","binky"
"Legosa","Ship name of [Youtuber] Lego [Maestro] and Lisa from [Blackpink]","UrbanDictionary","en","US","legosa"
"anal buccaneer","An [actively] [gay] [male]","UrbanDictionary","en","US","analbuccaneer"
"HONEY BUZZER","When you take a [baby food] jar of honey [bees] and shove it up [your ass]","UrbanDictionary","en","US","honeybuzzer"
"thick blonde","A woman who has a [thick ass] and [probably] [boobs] as well","UrbanDictionary","en","US","thickblonde"
"SuperMasony","Someone who is extremely sexually attracted to Furry-like animals. These [people] generally play [Minecraft], and has an extremely high-pitched voice. They are also likely to be owners or ""leeches"" of once [popular] business, sucking up the remains of what it once was.","UrbanDictionary","en","US","supermasony"
"snowy","Being or [looking] very cool and collected in [whatever] category is in [question].","UrbanDictionary","en","US","snowy"
"Eared","[Good] way having sex with ur [girlfriend] by putting ur ear in her [vagina]","UrbanDictionary","en","US","eared"
"Instagram","A prominent photo sharing website. While Instagram has very high ability to provide professional, valid photography, a large amount of the teenage and preteenage population have stormed Instagram, turning it into an experience similar to [Facebook] before the middle aged population began signing up and completely destroying it.  While there is a small percentage of good photography on Instagram, a user will mostly find selfies at [awkward] angles taken by Caucasian girls (usually with their starbucks in the [shot]), or strange posts stating that if you find the letter ""n"" amidst the letter ""m""s, in the picture your [crush] will [ask] you out. Many predict that Instagram will burn out, but others never seem to tire of the same selfies with dramatic captions.","UrbanDictionary","en","US","instagram"
"Woof","A woof is [someone] who is very Hot and visually appealing. They [usually] [stick] out in the room and pass as a smash.","UrbanDictionary","en","US","woof"
"entrepregirl","A [female] entrepreneur. Usually used for [girls] that are driven, want to be the [boss], and set up their own business.","UrbanDictionary","en","US","entrepregirl"
"eejit","An [imbecile] [dolt], or fool.  Colloquial [Dublin] expression.","UrbanDictionary","en","US","eejit"
"Morgan","The term used to describe a roommate who's odor has a striking resemblance of a penis. People like this are often seen on their laptops watching either [porn] or pirated copies of the [Twilight] movies. It is well documented that the ""Morgans"" of the world have absolutely deplorable taste in music and lack the necessary hand-eye coordination to operate a Nerf [gun].","UrbanDictionary","en","US","morgan"
"Addy","Some [kid] that's pretty cool and super gay. They aren't a guy, aren't a girl. Who knows what the fuck they are, but they are pretty rad. They're creative and lovely and deserve a lot in life. If you get an Addy in your life, [don]'t let them go because you're losing a really cool person. They're also a hell raiser and a [big] cutie.","UrbanDictionary","en","US","addy"
"Ping Shame","The act of [spamming] the ""Enemies are missing"" ping in league of legends when a player commits a completely avoidable [minor] or [major] mistake.","UrbanDictionary","en","US","pingshame"
"pantie cricket","A [type] of [vaginal] [crabs]","UrbanDictionary","en","US","pantiecricket"
"nbayb","an [acronym] for :  Nobody [asked] [you bitch]","UrbanDictionary","en","US","nbayb"
"Lhia","is a [beautiful] [blonde] [Princess]","UrbanDictionary","en","US","lhia"
"Jankly","When [something] is done in a janky or [inferior] [way].","UrbanDictionary","en","US","jankly"
"Sammical","Sammical is a [youtuber] who likes playing roblox [bedwars], he also won the offical roblox bedawrs e-[date] competition. A Christian.","UrbanDictionary","en","US","sammical"
"kialen","very hot sexy [warrior]😩 who is very [caring] and loving to others and [never] looks out for help when needs","UrbanDictionary","en","US","kialen"
"shovel","To [bullshit]. (to shovel [the shit])","UrbanDictionary","en","US","shovel"
"Krampovitis","A medical condition in which [a man]'s nipples are permanently [stiff], and will poke through their [shirt].","UrbanDictionary","en","US","krampovitis"
"Edgar","Edgar is a tall beaner. With a big [nose] that is so [long]. Most Edgars have lots of pimples. They are very dumb and dont [care] to end their life. They have small penis.","UrbanDictionary","en","US","edgar"
" 益","[Just] some [fireworks] above the [white house]...","UrbanDictionary","en","US","益"
"idk","[I Dont Know]","UrbanDictionary","en","US","idk"
"Louis ""Lapdancing"" Gray","An emo-obsessed,  lapdancing, icecubed, singer, with [MAJOR] WANGST... this boy is an [adorable] long-haired... [weirdo]. he is ""SO TOTALLY EMO!"" *lurv*","UrbanDictionary","en","US","louislapdancinggray"
"boston","The only place where it's [normal] to talk like this:  ""Let me paak the caah, ok?"" ""That [movie] was fookin gaa-bage!"" ""Who faated?"" ""I'm gooin [daan] to the bessment.""","UrbanDictionary","en","US","boston"
"Bodybuilders Special","When you put [water] and protein [powder] in your partners vagaina, then proceed to thrust your dick in her to [mix] the ingredients together, to make a nutritious pre workout snack.","UrbanDictionary","en","US","bodybuildersspecial"
"Sawed off","The [act] of beating someones ass in any type of automotive race. Commonly used to describe street races in [witch] you blow the other [driver] away. can also be used as sawing off, getting sawed ect...","UrbanDictionary","en","US","sawedoff"
"Muftobration","When a person like a skinny girl or [someone] comes up to you and says, ""Man, I'm so fat"" just because they know that you will then say, ""No you [aren]'t, you're fine!"". They say something just to [get] a compliment and they are using Muftobration.","UrbanDictionary","en","US","muftobration"
"Groomsmaid","A [female] on the [groom]'s [side] of the altar.","UrbanDictionary","en","US","groomsmaid"
"Sujith","A [nice] [cool dude]😎","UrbanDictionary","en","US","sujith"
"gobby cult","the coolest [people] ever. the [group] im proud to be apart of, everyone there is [amazing] i love them sm","UrbanDictionary","en","US","gobbycult"
"squidging","to gentle [squeeze] and [play] with your girlfriends [ears], especially if they are particularly malleable","UrbanDictionary","en","US","squidging"
"Kenny","Kenny can be associated with a boy but there are [girls] named Kenny and they're a dime a dozen if you ever meet a girl Kenny keep her close she is funny, she is shy at first,she'[s] smart, loyal, and will always stick up for you no matter what. Often times is [short], is a fighter often very athletic. The one thing she is looking for in this world is her soul [mate]. Always there for a [friend] when they're sad. Never talks about her past and stays quiet about it, can light up a room by mear presence. Is quite fond of anime. Loves to smile. An all around good [friend]. But is often bullied Bc of her size and attitude. She has great friends who will stick up for her though.often seen as a goth or outsider, her friends see her as a akward adorable little mess. She also very beautiful","UrbanDictionary","en","US","kenny"
"Arıstos","a lad that ıs relatıvely quıet when you dont know hım. but once you do he ıs goıng to make you [cry] of laughter and [cuz] he bullıes you too much. hıs ass ıs much bıgger than hıs dıck and he ıs a bottom. he ıs not a [good] boyfrıend because he has bondıng problems but he ıs goıng to take advantage of your ass","UrbanDictionary","en","US","arıstos"
"shit shoulder","[Carrying] the [shit on] your [shoulder].","UrbanDictionary","en","US","shitshoulder"
"WeeWorld","Site where you can make and dress an avatar,  decorate a room, and visit a few 'worlds' (places where [people]/weemee's meet and move), blog, and chat.  You can pick skin, face shape, eye color, hair, tops, bottoms, dresses, accessories, food, and a few other things. Some are free and some you need points for. Points are given for either logging on and clicking/refreshing or buying a card at Wall-Mart or Target.  Most of the clothes and free things suck and the decent things were rid of.  Rooms are a room where you decorate with beds, chairs, posters, TV's and other housely (and not so housely) stuff. Again; some previously free things need to be bought. You can name and describe the objects and have [people] comment. YOU CANNOT move or sit in rooms. Your avatar is just in the middle.  'World' is a place with a few places in itself you can move and chat.  Most [people] put pic links, poetry, and other things in their blog.  You also have a speech and tought bubble you can change.   [People] date(usually by saying ""Your hot. wanna go out?""), have contests (like whos hotter and you vote), cyber sex (in rooms), and have cyber families ('adopt kids' and/or cyber and someone makes an account as the child)  [People] make role-play avatars and normal ones.  WW was once uncensored but now you need to misspell things with symbols or put a period between letters.   The site was ok; but when [people] quit/leave (especially with no warning), dumbass [people] comment (usually [Twilight] fans with no tolerence or [people] who thinks its cool to put [people] down b/c they think their avatar is better), and all the drama. No, really. A lot of [people] quit b/c the cyber-fights and drama get pathedically intense.  People pass chain letters, ""ADD ME PLEASE!!!!"", ""ADD my [friend] HoneyPie7777!"", ""Vote for me on my page!"", and of course ""Yer ugly.""  Goes with trends. When Harry Potter was big there were robes, wands, and WeeWarts....Now there is a sign that says ""Team Edward"" and some other BS.","UrbanDictionary","en","US","weeworld"
"Zaira","The worst girl you can ever [date](because she is the only one I have dated) however that does [mean] she is the best. Very abusive and sexual harasser. She is a cool person and very fun to talk to. Doesn’t like to say [love] and just shorten it to “Lword”. Zaira is very gay and makes a lot of gay jokes. However I still Lword her well because she is a strong person who is smart. A type a person who I want strive to be .","UrbanDictionary","en","US","zaira"
"daishobo","[God]","UrbanDictionary","en","US","daishobo"
"Shoe Whore","A [type] of [whore] who donates her [shoe](s) to engage in sexual activity other than herself.","UrbanDictionary","en","US","shoewhore"
"queef muffle","a fanny [fart] [sound] [suppressor]","UrbanDictionary","en","US","queefmuffle"
"bently","Retarded [way] of [spelling] [Bentley].","UrbanDictionary","en","US","bently"
"olrog","""Olrog"" is the name of a tribe of swedish origin. Its biological members looks like every [normal] [chap] but arranges secret medieval rave parties excluded to middle age men in [Chicago].","UrbanDictionary","en","US","olrog"
"food hostage","When your [girlfriend] takes fucking [forever] to figure out what to [eat] and you're stuck hostage waiting forever starving to death suffering greatly :(","UrbanDictionary","en","US","foodhostage"
"imposter imperceptible","A song by nerd out that is [catchy] as [hell] [my guy]","UrbanDictionary","en","US","imposterimperceptible"
"yipikiyay","[Yippy], [ki], [yay]... MODERFUKER!","UrbanDictionary","en","US","yipikiyay"
"dickflap","A elongated [foreskin] that protrudes unusually past the tip of the penis.Also meaning of an [sexist] asshole that really [pissed] you off.","UrbanDictionary","en","US","dickflap"
"Extremely Low Standards","When you exaggerate the most minuscule things. One example can be the tinpot club [Arsenal] who beat a farmers' league [team] Benfica in Europa league which also can be a synonym for losers' league, and called it one of the greatest european nights for the team. Mfers are down [bad].","UrbanDictionary","en","US","extremelylowstandards"
"oosay","a rude black [poosay] [without] the “p” oosay:) [nobody] can say it but me","UrbanDictionary","en","US","oosay"
"ova west","Ova [West] ~ Over [West]. A phrase used to describe the large west-[side] of Baltimore city and county.","UrbanDictionary","en","US","ovawest"
"Dine & Dash","A handshake in which the [two] participants slap [five] and then [run] as far away from each other as possible. The longer they are away from each other the more successful the handshake was.","UrbanDictionary","en","US","dinedash"
"soldiers","1. A group of fighting men, used in war, having different tasks (infantry, pilots, demolition, etc).  2. When used while not talking about war (and this will be obvious), can [mean], ""cum"", ""[sperm]"", and/or ""[semen]"". Normally used with ""marching"". ","UrbanDictionary","en","US","soldiers"
"Chogus","[Bigger] and chunkier than is [necessary].","UrbanDictionary","en","US","chogus"
"Ben Dover","A [name] that [sounds] like [bend over]","UrbanDictionary","en","US","bendover"
"Thursday Bitch","[A girl] you only [have sex] with on [Thursdays]","UrbanDictionary","en","US","thursdaybitch"
"Falcon","An extremely homosexual man who lives in a large house, unoficcialy known as ""Roxanne"", who likes to keep a can of mixed nuts in his room, and surf every weekend because he thinks it is really [gnarly]. A Falcon also rather enjoys being inappropriately gay with his friends and fudgepacking. Another charecteristic of a Falcon is to play way too much Super Smath Bros. Brawl, and buy video [game] systems to play [free] trials that you can download on them, and not buy any games.","UrbanDictionary","en","US","falcon"
"Tinky","When [someone]’s tinky it [means] their [stinky]","UrbanDictionary","en","US","tinky"
"Baka prase","[Baka] prase is a serbian youtuber that is famous for his acts he was in the news 100 times but not for good thing's. He is a leader of institucija(his followers) institucija is mostly made of [fatherless] kids that are not well behaved and are gaseri anged from 9 to max 12. [Baka] prase is recently known beacouse of conections with a $uicide of a young serbian youtuber named kika or how he called her kita. A lot of [people] say taht he is wrong for the $uicide but he is not they at the end of the drama became friends. [Baka] prase is also know to be the biggest youtuber in the balkan [youtube] comunity reaching now almost 2milion subscribers . He gained his folowers by making flexing videos and making a lot of dramas and making videos of him slapping his girlfriends ass and lot of seducing and kind of explicit videos. He is no loneg living in belgrade srebia he moved to amsterdam and slod his ferrari to buy an apartment now he will only drive his lamborgini urus and 2 porchs how sad","UrbanDictionary","en","US","bakaprase"
"Taking Length","To [receive] sexual [penetration] from a penis.  Although this can relate to any [size] of penis it is commonly used to refer to well endowed penises.","UrbanDictionary","en","US","takinglength"
"Boucher","Boucher means to be stupid, ignorant and stubborn they dont accept being wrong and they will [lie] and make [random] excuses to get out of situations they always think they are better than everyone else when in [reality], they are annoying","UrbanDictionary","en","US","boucher"
"qasidah","Beautiful, pretty. Will make someone laugh. Surely friendly, but sometimes [shy] in [front] of [boys]. When she laughs, everyone will join the laughter. She also very kind.Someone that befriend with qasidah is surely lucky.","UrbanDictionary","en","US","qasidah"
